"00:30:09:14,00:30:10:14,FORREST,1,speech,regular,address,""Fertig, Drill Sergeant"",";;;;;
00:30:11:09,00:30:11:18,DRILL SERGEANT,1,speech,regular,address,Gump,;;;;;
00:30:11:19,00:30:14:02,MAN,0,speech,asking,question,wer schneidet den gelben die Eier ab?,;;;;;
00:30:14:12,00:30:16:16,DRILL SERGEANT,1,speech,asking,question,Wieso haben sie das Gewehr so schnell zusammengesetzt?,;;;;;
00:30:17:10,00:30:18:08,FORREST,1,speech,regular,NS,Weil sie es mir gesagt haben.,;;;;;
00:30:18:09,00:30:19:00,FORREST,1,speech,regular,address,Drill Sergeant,;;;;;
"00:30:19:03,00:30:20:07,DRILL SERGEANT,1,speech,exclamation,none,""Ach, du heiliger Strohsack"",";;;;;
00:30:20:14,00:30:22:02,DRILL SERGEANT,1,speech,exclamation,none,Das ist ein neuer Kompanierekord.,;;;;;
00:30:22:13,00:30:27:02,DRILL SERGEANT,1,speech,regular,NS;"HS,""Wenn das nicht den Verlust eines verdammt guten Soldaten bedeuten würde, würde ich sie für die Offizierslaufbahn vorschlagen."",";;;;
00:30:27:05,00:30:30:23,DRILL SERGEANT,1,speech,commanding,complex,Sie werden nochmal General Private Gump und jetzt Waffe auseinandernehmen und weitermachen!,;;;;;
00:30:34:02,00:30:34:06,BUBBA,1,non,regular,none,äh,;;;;;
00:30:34:08,00:30:35:16,BUBBA,1,speech,regular,NS,Was ich dir gerade sagen wollte.,;;;;;
00:30:35:20,00:30:37:09,BUBBA,1,speech,regular,HS,Shrimps sind Früchte des Meeres.,;;;;;
00:30:37:17,00:30:39:05,BUBBA,1,speech,regular,HS,Du kannst sie am Spieß braten.,;;;;;
00:30:39:13,00:30:42:12,BUBBA,1,speech,regular;"addendum,none,""Backen, Braten, Auf den Grill tun, Sautieren. "",";;;;
00:30:42:13,00:30:42:24,BUBBA,1,speech,regular,HS,Es gibt...,;;;;;
00:30:43:00,00:30:43:05,BUBBA,1,non,regular,none,...äh...,;;;;;
"00:30:43:06,00:30:44:05,BUBBA,1,speech,regular,none,""Shrimps Kebab,"",###objects?###";;;;;
"00:30:44:11,00:30:45:12,BUBBA,1,speech,regular,none,""Shrimps Creol,"",";;;;;
"00:30:46:02,00:30:47:09,BUBBA,1,speech,regular,none,""Shrimps mit Gumbo,"",";;;;;
00:30:47:10,00:30:48:05,ERZAEHLER,1,speech,regular,HS,Sie putzen Stiefel.,;;;;;
"00:30:48:06,00:30:49:14,BUBBA,1,speech,regular,none,""in der Pfanne gebraten,"",";;;;;
00:30:49:17,00:30:50:13,BUBBA,1,speech,regular,none,oder fritiert,;;;;;
"00:30:50:19,00:30:52:05,BUBBA,1,speech,regular,HS,""Es gibt Shrimps mit Bananen,"",";;;;;
"00:30:52:22,00:30:53:24,BUBBA,1,speech,regular,none,""Limonenshrimps, "",";;;;;
"00:30:54:02,00:30:55:08,BUBBA,1,speech,regular,none,""Kokusnussshrimps,"",";;;;;
"00:30:55:13,00:30:56:12,BUBBA,1,speech,regular,none,""Pfeffershrimps,"",";;;;;
"00:30:56:14,00:30:57:16,BUBBA,1,speech,regular,none,""Shrimpssuppe,"",";;;;;
"00:30:57:18,00:30:58:18,BUBBA,1,speech,regular,none,""Shrimpeintopf,"",";;;;;
00:30:58:19,00:31:00:11,ERZAEHLER,1,speech,regular,HS,Sie scheuern den Boden mit Zahnbürsten.,;;;;;
"00:31:00:13,00:31:01:24,BUBBA,1,speech,regular,none,""Shrimps mit Kartoffel,"",";;;;;
"00:31:02:07,00:31:03:09,BUBBA,1,speech,regular,none,""Shrimpsburger, "",";;;;;
00:31:04:00,00:31:05:05,BUBBA,1,speech,regular,none,Shrimpssandwich,;;;;;
"00:31:08:01,00:31:09:08,BUBBA,1,speech,regular,complex,""Das, das wars glaub ich."",";;;;;
00:31:10:11,00:31:10:16,BUBBA,1,speech,regular,none,Ja,;;;;;
00:31:13:03,00:31:52:08,OST,1,song,instrumental,instrumental,,;;;;;
00:31:11:10,00:31:12:01,ERZAEHLER,1,speech,regular,HS,Es ist dunkel.,;;;;;
00:31:12:03,00:31:13:01,ERZAEHLER,1,speech,regular,HS,Bubba liegt wach im Bett.,;;;;;
"00:31:13:07,00:31:16:08,FORREST (V.O.),1,speech,regular,HS,""Die Nächte in der Army, sind sehr, sehr einsam."",";;;;;
00:31:17:01,00:31:18:18,FORREST (V.O.),1,speech,regular,HS,Wir lagen in unseren Feldbetten.,;;;;;
00:31:19:07,00:31:20:17,FORREST (V.O.),1,speech,regular;addendum,HS,und meine Mama fehlte mir.,;;;;
00:31:21:12,00:31:23:01,FORREST (V.O.),1,speech,regular;addendum,HS,und Jenny fehlte mir.,;;;;
00:31:23:11,00:31:25:04,ERZAEHLER,1,speech,regular,HS,Forrest liegt oben im Etagenbett.,;;;;;
00:31:25:07,00:31:27:00,ERZAEHLER,1,speech,regular,HS,Sein Nachbar wirft ihm einen 'Playboy' zu.,;;;;;
"00:31:27:09,00:31:28:00,YOUNG PRIVATE,1,speech,regular,address,""Hey, Gump"",";;;;;
00:31:29:14,00:31:31:14,YOUNG PRIVATE,1,speech,regular,HS;"HS,""Das sind Titten, da kommst du auf Ideen."",";;;;
00:31:32:07,00:31:34:17,ERZAEHLER,1,speech,regular,AND,Forrest schaut in die Zeitschrift und blättert um.,;;;;;
00:31:36:17,00:31:40:11,ERZAEHLER,1,speech,regular,HS,Auf einem Bild kniet Jenny nur in weit aufgeknöpfter College-Jacke.,;;;;;
00:31:41:12,00:31:43:14,ERZAEHLER,1,speech,regular,HS,Ungläubig starrt Forrest auf das Foto.,;;;;;
00:31:44:04,00:31:49:15,FORREST (V.O.),1,speech,regular,HS;NS;"NS2,""Wie es aussah, hatte Jenny irgendwie Ärger gekriegt, weil sich in ihrer Collegejacke hat fotografieren lassen."",";;;
00:31:50:03,00:31:52:04,FORREST (V.O.),1,speech,regular,HS,Sie wurde jedenfalls vom College geworfen.,;;;;;
00:31:52:08,00:32:11:00,TOMMY JAMES & THE SHONDELLS,0,song,regular,,“Hanky Panky”,;;;;;
00:31:52:11,00:31:55:00,TOMMY JAMES & THE SHONDELLS,0,singing,regular,foreign,My baby does the hanky-panky.,;;;;;
00:31:55:10,00:31:56:10,ERZAEHLER,1,speech,regular,HS,Er kommt in einen Club.,;;;;;
00:31:56:14,00:31:57:22,FORREST (V.O.),1,speech,regular;addendum,HS,Aber das war gar nicht so schlimm.,;;;;
00:31:58:19,00:32:01:15,FORREST (V.O.),1,speech,regular,HS,Ein Mann in Memphis Tennesse nämlich hatte einen Club.,;;;;;
00:32:02:10,00:32:04:10,FORREST (V.O.),1,speech,regular,HS,Und der hat ihr einen Job angeboten.,;;;;;
00:32:05:07,00:32:06:02,FORREST (V.O.),1,speech,regular,none,Als Sängerin,;;;;;
00:32:06:03,00:32:07:15,ERZAEHLER,1,speech,regular,none,Zwischen Porträts eins von Jenny,;;;;;
00:32:07:16,00:32:13:01,FORREST (V.O.),1,speech,regular,HS;"NS,""Bei der erst besten Gelegenheit bin ich mit dem Bus nach Memphis gefahren, um mir ihren Auftritt anzusehen."",";;;;
00:32:13:02,00:32:13:03,STRIP CLUB CROWD,1,non,regular,none,Whoooo hahahahaha yea,;;;;;
"00:32:13:04,00:32:14:15,EMCEE,1,speech,regular,HS,""Das war Amber, Amber Flame."",";;;;;
00:32:14:16,00:32:16:02,EMCEE,1,speech,commanding,imperative;"address,""Schenkt ihr doch mal nen schönen Applaus, Leute!"",";;;;
00:32:16:03,00:32:16:21,EMCEE,1,speech,regular,HS;"address,""Gut gemacht, Amber."",";;;;
00:32:17:05,00:32:17:20,EMCEE,1,speech,regular,none,Und jetzt...,;;;;;
"00:32:18:03,00:32:21:14,EMCEE,1,speech,regular,none,""...etwas fürs Auge und etwas fürs Ohr, direkt auf Hollywood Kalifornien."",";;;;;
00:32:21:17,00:32:23:18,EMCEE,1,speech,regular,none,Exklusiv für sie unsere Beatnik Muse,;;;;;
00:32:23:19,00:32:26:22,EMCEE,1,speech,regular,HS,Ich bitte nochmal um einen satten Applaus für unsere sinnliche Bobbie Dylan.,;;;;;
00:32:27:06,00:32:28:07,ERZAEHLER,1,speech,regular,HS,Der Vorhang öffnet sich.,;;;;;
00:32:28:08,00:32:28:17,STRIP CLUB CROWD,1,non,regular,none,Yeaaaa,;;;;;
00:32:29:02,00:32:31:13,ERZAEHLER,1,speech,regular,HS,Jenny sitzt mit einer großen Gitarre auf einem Barhocker.,;;;;;
00:32:34:07,00:32:36:00,ERZAEHLER,1,speech,regular,HS,Das Instrument verdeckt Brust und Schoß. ,;;;;;
00:32:36:03,00:32:39:16,JENNY,1,singing,regular,foreign,How many roads must a man walk down...,;;;;;
00:32:39:17,00:32:41:15,ERZAEHLER,1,speech,regular,HS,Sie trägt nur einen hautfarbenen Slip.,;;;;;
00:32:41:17,00:32:46:16,JENNY,1,singing,asking,question,...before you call him a man?,;;;;;
00:32:53:07,00:32:53:11,JENNY,1,singing,asking,foreign,...before she sleeps in the sand?,;;;;;
00:32:53:12,00:32:54:24,FORREST (V.O.),1,speech,regular,HS,Ihr Traum war wahrgeworden.,;;;;;
00:32:56:15,00:32:58:05,FORREST (V.O.),1,speech,regular,HS,Sie war eine Folk Sängerin.,;;;;;
"00:32:58:17,00:33:04:05,JENNY,1,singing,regular,foreign,""Yes, how many times must the cannonballs fly..."",";;;;;
00:33:04:24,00:33:05:19,JENNY,1,singing,regular,foreign,...before they're forever banned.,;;;;;
00:33:05:20,00:33:06:00,MAN #1,0,speech,regular,imperative;"address,""Tu doch mal die Gitarre weg, Süße."",";;;;
00:33:07:05,00:33:07:15,MAN #2,0,speech,asking,question;"address,""Willst du nicht mal aufstehen, Baby?"",";;;;
00:33:08:17,00:33:09:06,STRIP CLUB CROWD,1,speech,regular,,Hahahahahaha,;;;;;
"00:33:11:00,00:33:11:19,JENNY,1,speech,regular,foreign,""The answer, My friend is blowing in the wind. The answer is blowing in..."",";;;;;
00:33:11:20,00:33:13:12,STRIP CLUB CROWD,1,non,regular,none,Hahahaahaha,;;;;;
00:33:13:13,00:33:16:00,ERZAEHLER, ,speech,regular,HS,Ein Mann will ihr einen Geldschein in den Pumps stecken.,;;;;;
00:33:16:22,00:33:18:00,MAN #5,0,speech,regular,address;"HS,""Hey Schätzchen, ich hab noch was für dich."",";;;;
00:33:18:01,00:33:19:02,ERZAEHLER,1,speech,regular,HS,Sie tritt seine Hand weg.,;;;;;
00:33:19:10,00:33:19:20,STRIP CLUB GUEST 1,1,non,regular,none,Whoei,;;;;;
00:33:20:07,00:33:21:03,MAN #5,1,speech,exclamation;asking,address;address;"question,""Hey! Hey, was fällt dir denn ein?"",";;
00:33:21:04,00:33:21:09,STRIP CLUB CROWD,1,non,regular,none,Whoooo Wöööh,;;;;;
00:33:21:10,00:33:21:11,JENNY,1,non,regular,none,Eyiiii,;;;;;
00:33:21:12,00:33:22:23,ERZAEHLER,1,speech,regular,HS,Er schüttet sein Bier über seine Füße.,;;;;;
"00:33:22:24,00:33:24:23,JENNY,1,speech,regular,complex,""Du Wichser, ich sing ein Lied, verdammt."",";;;;;
00:33:24:24,00:33:26:09,JENNY,1,speech,commanding,address;"imperative,""Polly, schmeiß den Kerl raus!"",";;;;
00:33:26:10,00:33:27:15,STRIP CLUB CROWD,1,non,regular,none,Hahahahaha,;;;;;
00:33:27:16,00:33:28:07,STRIP CLUB GUEST 3 ,1,non,regular,none,Whoooo,;;;;;
00:33:28:10,00:33:28:12,MAN #,1,speech,commanding,imperative;"NS,""Zeig lieber, was du hast!"",";;;;
00:33:28:16,00:33:30:17,ERZAEHLER,1,speech,regular,HS,Forrest marschiert mit grimmiger Miene nach vorn.,;;;;;
00:33:31:18,00:33:33:23,ERZAEHLER,1,speech,regular,AND,Er packt den Mann von hinten und stößt ihn zu Boden.,;;;;;
00:33:34:05,00:33:34:17,STRIP CLUB GUEST 1,1,non,regular,none,Wuuuähuu,;;;;;
00:33:35:03,00:33:35:16,JENNY,1,speech,regular,address,Forrest,;;;;;
00:33:35:17,00:33:36:17,ERZAEHLER,1,speech,regular,HS,Er schubst noch einen um.,;;;;;
00:33:36:19,00:33:37:02,JENNY,1,speech,regular,address,Forrest,;;;;;
00:33:37:05,00:33:38:10,JENNY,1,speech,asking,question,Was machst du denn hier?,;;;;;
00:33:38:12,00:33:39:09,ERZAEHLER,1,speech,regular,HS,Er steigt auf die Bühne,;;;;;
00:33:39:10,00:33:40:16,JENNY,1,speech,asking,question,Was soll das alles?,;;;;;
00:33:40:17,00:33:41:00,STRIP CLUB GUEST 3 ,1,non,regular,none,Whooooo eyyyyyy,;;;;;
00:33:41:02,00:33:41:03,FORREST,1,speech,regular,###,###,;;;;;
00:33:41:04,00:33:41:22,ERZAEHLER,1,speech,regular,HS,Und hebt sie hoch.,;;;;;
00:33:42:18,00:33:44:03,JENNY,1,speech,commanding,imperative,Lass mich runter!,;;;;;
00:33:44:05,00:33:44:17,ERZAEHLER,1,speech,regular,HS,Er tut es.,;;;;;
00:33:45:16,00:33:47:23,ERZAEHLER,1,speech,regular,AND,Sie drückt ihm die Gitarre in die Hand und eilt von der Bühne.,;;;;;
00:33:48:02,00:33:49:05,ERZAEHLER,1,speech,regular,HS,Forrest hetzt ihr nach. ,;;;;;
00:33:49:16,00:33:50:16,ERZAEHLER,1,speech,regular,none,Später auf einer Brücke,;;;;;
00:33:50:23,00:33:52:11,JENNY,1,speech,regular,HS;"address,""So geht das doch nicht weiter, Forrest."",";;;;
00:33:52:12,00:33:53:13,JENNY,1,speech,regular,HS;"NS,""Du kannst nicht dauernd versuchen, mich zu retten."",";;;;
00:33:53:14,00:33:55:17,FORREST,1,speech,regular,HS,Aber die Kerle wollte dich begrabschen.,;;;;;
00:33:55:20,00:33:57:14,JENNY,1,speech,regular,HS;"NS,""Es gibt viele Leute, die das wollen."",";;;;
00:33:57:##,00:34:53:##,WILSON PICKETT,0,song,regular,,Land of 1000 Dances,#song im BG###;;;;;
"00:33:58:14,00:34:01:21,JENNY,1,speech,regular,complex,""Du kannst, das geht so nicht weiter, das kannst du doch nicht machen."",";;;;;
00:34:02:12,00:34:03:14,FORREST,1,speech,regular,HS,Ich kann nichts dafür.,;;;;;
00:34:04:13,00:34:05:07,FORREST,1,speech,regular,HS,Ich liebe dich.,;;;;;
00:34:05:22,00:35:50:12,OST,0,song,instrumental,instrumental,,;;;;;
00:34:06:01,00:34:06:20,JENNY,1,speech,regular,address,Forrest,;;;;;
00:34:07:24,00:34:09:16,JENNY,1,speech,regular,HS;"NS,""Du weißt gar nicht, was Liebe ist."",";;;;
00:34:10:11,00:34:12:08,ERZAEHLER,1,speech,regular,HS,Jenny schaut nachdenklich aufs Wasser.,;;;;;
00:34:13:12,00:34:14:14,ERZAEHLER,1,speech,regular,HS,Forrest betrachtet sie.,;;;;;
00:34:16:10,00:34:18:09,JENNY,1,speech,asking,question;NS;"address,""Weißt Du noch, wie wir gebetet haben, Forrest?"",";;;
00:34:20:06,00:34:24:08,JENNY,1,speech,regular,HS;NS;"NS2,""Wir haben gebetet, Gott soll einen Vogel aus mir machen, damit ich weit weit weg fliegen kann."",";;;
"00:34:26:11,00:34:27:15,FORREST,1,speech,regular,HS,""Ja, ich weiß."",";;;;;
00:34:31:13,00:34:33:03,JENNY,1,speech,asking,question;HS;"NS,""Denkst du, Ich könnte von der Brücke fliegen?"",";;;
00:34:33:21,00:34:36:15,ERZAEHLER,1,speech,regular,HS,Sie steigt auf eine niedrige Querstrebe des Geländers.,;;;;;
00:34:37:00,00:34:40:14,ERZAEHLER,1,speech,regular,AND,Beunruhigt sieht Forrest sie von unten nach oben an und kommt etwas näher.,;;;;;
00:34:40:19,00:34:42:02,FORREST,1,speech,regular,question,Was meinst du denn damit?,;;;;;
00:34:42:03,00:34:42:14,FORREST,1,speech,regular,address,Jenny,;;;;;
"00:34:46:12,00:34:47:03,JENNY,1,speech,regular,none,""Ach, nichts"",";;;;;
00:34:47:18,00:34:49:18,ERZAEHLER,1,speech,regular,HS,Ein Autoscheinwerfer streift ihr Gesicht.,;;;;;
00:34:50:16,00:34:51:20,JENNY,1,speech,regular,HS,Ich muss weg von hier.,;;;;;
00:34:52:07,00:34:54:01,ERZAEHLER,1,speech,regular,AND,Sie stellt sich auf die Fahrbahn und winkt.,;;;;;
00:34:54:19,00:34:55:07,FORREST,1,speech,regular,imperative,Warte!,;;;;;
00:34:55:11,00:34:55:24,FORREST,1,speech,regular,address,Jenny,;;;;;
00:34:56:02,00:34:56:11,JENNY,1,speech,regular,address,Forrest,;;;;;
00:34:56:12,00:34:57:20,JENNY,1,speech,commanding;asking,imperative;"question,""Lass mich in Ruhe, hast du gehört?"",";;;
00:34:57:21,00:34:59:02,JENNY,1,speech,commanding,imperative,Lass mich gefälligst in Ruhe!,;;;;;
00:35:00:02,00:35:50:14,OST,0,song,instrumental,instrumental,,;;;;;
00:35:00:11,00:35:01:02,JENNY,1,speech,asking,question,Kann ich mitfahren?,;;;;;
00:35:01:15,00:35:02:08,DRIVER,1,speech,asking,question,Wo willst du denn hin?,;;;;;
00:35:02:15,00:35:02:24,JENNY,1,speech,regular,HS,Ist ganz egal.,;;;;;
"00:35:03:03,00:35:03:23,DRIVER,1,speech,commanding,imperative,""Na, dann hüpf rein!"",";;;;;
"00:35:04:13,00:35:05:10,FORREST,1,speech,regular,none,""Also, auf Wiedersehen"",";;;;;
00:35:05:12,00:35:05:21,FORREST,1,speech,regular,address,Jenny,;;;;;
00:35:06:10,00:35:07:22,ERZAEHLER,1,speech,regular,AND,Sie bleibt stehen und sieht zu ihm.,;;;;;
00:35:08:22,00:35:09:21,FORREST,1,speech,regular,HS,Sie schicken mich nach...,;;;;;
00:35:10:07,00:35:11:01,FORREST,1,speech,regular;addendum,HS,...nach Vietnam.,;;;;
"00:35:13:20,00:35:15:06,FORREST,1,speech,regular,HS,""Das ist ein ganz, ganz anderes Land."",";;;;;
"00:35:18:10,00:35:19:13,JENNY,1,speech,commanding,imperative,""Sei so nett, wart doch mal!"",";;;;;
00:35:21:16,00:35:23:13,JENNY,1,speech,commanding;regular;"asking,complex,""Hör zu, Du musst mir jetzt was versprechen, ja?"",";;;
00:35:24:17,00:35:28:00,JENNY,1,speech,regular;commanding;asking,complex;NS;imperative;"imperative,""Wenn du je in Gefahr kommst, dann sei bloß nicht tapfer, sondern lauf weg, ok?"","
00:35:28:06,00:35:29:08,JENNY,1,speech,commanding,imperative,Lauf einfach weg!,;;;;;
00:35:30:17,00:35:31:07,FORREST,1,speech,regular,none,Okay,;;;;;
00:35:32:06,00:35:33:19,ERZAEHLER,1,speech,regular,HS,Jenny geht zur Beifahrerseite.,;;;;;
00:35:36:18,00:35:37:07,FORREST,1,speech,regular,address,Jenny,;;;;;
00:35:37:22,00:35:38:10,ERZAEHLER,1,speech,regular,HS,Sie stoppt.,;;;;;
00:35:39:17,00:35:41:04,FORREST,1,speech,regular,HS,Ich werde dir jeden Tag schreiben.,;;;;;
00:35:50:14,00:38:15:02,CREEDENCE CLEARWATER REVIVAL,1,song,regular,,“Fortunate Son”,;;;;;
00:35:51:20,00:35:54:04,ERZAEHLER,1,speech,regular,HS,Der Schatten eines Hubschraubers gleitet über Reisfelder. ,;;;;;
00:35:54:10,00:35:56:21,ERZAEHLER,1,speech,regular,HS,In der offenen Tür sitzt ein Bordschütze am Maschinengewehr.,;;;;;
00:35:59:14,00:36:01:08,ERZAEHLER,1,speech,regular,HS,Er schaut zu Forrest und Bubba neben ihm.,;;;;;
00:36:01:13,00:36:03:15,ERZAEHLER,1,speech,regular,HS,Die beiden weichen seinem Blick eingeschüchtert aus.,;;;;;
00:36:04:15,00:36:07:19,CREEDENCE CLEARWATER REVIVAL,1,singing,regular,foreign,Some folks are born made to wave the flag.,;;;;;
"00:36:08:05,00:36:10:04,CREEDENCE CLEARWATER REVIVAL,1,singing,regular,foreign,""Ooh, They're red, White and blue."",";;;;;
"00:36:18:16,00:36:##:##,CREEDENCE CLEARWATER REVIVAL,1,singing,regular,foreign,""And when the band plays """"Hail to the Chief,"""""",";;;;;
"00:36:##:##,00:36:##:##,CREEDENCE CLEARWATER REVIVAL,1,singing,regular,foreign,""Ohh, They point the cannon at you all."",";;;;;
00:36:10:10,00:36:13:15,ERZAEHLER,1,speech,regular,HS,Der Hubschrauber landet auf einem Stützpunkt neben einem anderen Helikopter.,;;;;;
00:36:13:20,00:36:15:08,ERZAEHLER,1,speech,regular,HS,Zwei Soldaten erwarten ihn.,;;;;;
00:36:15:15,00:36:18:03,ERZAEHLER,1,speech,regular,HS,Bubba und Forrest springen mit ihren Gepäcksäcken raus.,;;;;;
00:36:##:##,00:36:##:##,CREEDENCE CLEARWATER REVIVAL,1,singing,regular,foreign,It ain't me. It ain't me.,;;;;;
"00:36:##:##,00:36:##:##,CREEDENCE CLEARWATER REVIVAL,1,singing,regular,foreign,""I ain't no Senator's son, No."",";;;;;
00:36:##:##,00:36:##:##,CREEDENCE CLEARWATER REVIVAL,1,singing,regular,foreign,It ain't me.,;;;;;
00:36:##:##,00:36:##:##,CREEDENCE CLEARWATER REVIVAL,1,singing,regular,foreign,It ain't me.,;;;;;
00:36:27:01,00:36:33:07,FORREST (V.O.),1,speech,regular,HS;"NS,""Also, Sie haben uns erzählt, Vietnam wäre ganz anders als die Vereinigten Staaten von Amerika."",";;;;
00:36:34:01,00:36:36:00,FORREST (V.O.),1,speech,regular;addendum,none,...und abgesehen vom Barbecue...,;;;;
00:36:36:06,00:36:37:07,FORREST (V.O.),1,speech,regular;addendum,none,...und von den Bierdosen...,;;;;
00:36:37:15,00:36:38:10,FORREST (V.O.),1,speech,regular,completion;HS,...wars das auch.,;;;;
00:36:38:18,00:36:41:15,ERZAEHLER,1,speech,regular,AND,An einem Fluss grillen Soldaten zwischen Palmen und trinken Bier.,;;;;;
00:36:41:24,00:36:42:24,ERZAEHLER,1,speech,regular,HS,Einige spielen Karten.,;;;;;
00:36:43:07,00:36:45:19,ERZAEHLER,1,speech,regular,HS,Im Hintergrund fliegt eine Hubschrauberstaffel den Fluss entlang.,;;;;;
00:36:46:03,00:36:48:04,ERZAEHLER,1,speech,regular,HS,Forrest und Bubba gehen mit ihrem Gepäck darauf zu.,;;;;;
00:36:48:10,00:36:50:14,BUBBA,1,speech,regular,HS,In dem Wasser gibt's garantiert Shrimps in Massen.,;;;;;
00:36:51:05,00:36:53:04,BUBBA,1,speech,regular,HS;"NS,""Das heißt, in Vietnam kann man gut Shrimp fischen."",###object###";;;;
"00:36:54:06,00:37:04:10,BUBBA,1,speech,regular,complex,""Ich sag dir was, wenn wir den Krieg gewonnen haben und und wir alles übernommen haben, holen wir uns Shrimpfischer aus Amerika und holen die Shrimps hier raus. Wir werden die ganze Zeit Shrimps fangen, Mann, so viele Shrimps, also das kannst du dir gar nicht vorstellen."",";;;;;
00:37:04:11,00:37:05:22,ERZAEHLER,1,speech,regular,none,Ein Soldat mit nacktem Oberkörper,;;;;;
"00:37:05:23,00:37:07:04,LT. DAN,1,speech,asking,question,""Ihr seid die beiden Neuen, hu?"",";;;;;
"00:37:07:24,00:37:09:00,FORREST & BUBBA,1,speech,regular,address,""Guten Morgen, Sir"",";;;;;
"00:37:09:01,00:37:10:07,LT. DAN,1,speech,regular,complex,""Hey! Hände runter, ja?"",";;;;;
"00:37:11:00,00:37:15:17,LT. DAN,1,speech,regular,complex,""Salutiert nicht vor mir, es wimmelt hier nur so von beschissenen Scharfschützen, die gerne Offiziere abknallen."",";;;;;
00:37:16:21,00:37:18:00,LT. DAN,1,speech,regular,HS,Ich bin Lieutenant Dan Taylor.,;;;;;
00:37:18:01,00:37:19:05,LT. DAN,1,speech,exclamation,none,Willkommen im vierten Platoon,;;;;;
00:37:20:24,00:37:21:21,LT. DAN,1,speech,asking,question,Was is'n mit deiner Lippe?,;;;;;
00:37:23:13,00:37:25:08,BUBBA,1,speech,regular,HS;"address,""Ich bin schon so auf die Welt gekommen, Sir."",";;;;
"00:37:25:19,00:37:27:00,LT. DAN,1,speech,regular,imperative,""Naja gut, zieh sie lieber ein."",";;;;;
00:37:27:16,00:37:29:09,LT. DAN,1,speech,regular;addendum,NS,...sonst hängst du irgendwann am Stacheldraht fest.,###NS?###;;;;
00:37:29:15,00:37:30:21,ERZAEHLER,1,speech,regular,HS,Bubba zieht die Unterlippe ein.,;;;;;
00:37:31:11,00:37:32:15,LT. DAN,1,speech,asking,question,Wo kommt ihr zwei denn her?,;;;;;
"00:37:32:22,00:37:33:21,FORREST & BUBBA,1,speech,regular,address,""Alabama, Sir."",";;;;;
00:37:34:10,00:37:35:12,LT. DAN,1,non,regular,none,pfff ha,###bißchen ausatmen###;;;;;
00:37:35:16,00:37:36:13,LT. DAN,1,speech,asking,question,Seid ihr Zwillinge?,;;;;;
00:37:36:21,00:37:39:02,ERZAEHLER,1,speech,regular,AND,Forrest und Bubba mustern sich und schütteln den Kopf.,;;;;;
00:37:39:09,00:37:39:16,FORREST,1,speech,regular,none,Nein,;;;;;
00:37:39:20,00:37:40:18,FORREST,1,speech,regular,HS,Wir sind nicht verwandt.,;;;;;
00:37:40:20,00:37:41:04,FORREST,1,speech,regular,address,Sir,;;;;;
"00:37:43:19,00:37:44:04,LT. DAN,1,speech,regular,none,""Na, gut"",";;;;;
00:37:45:01,00:37:46:03,LT. DAN,1,speech,regular,HS,Es ist ziemlich einfach hier.,;;;;;
00:37:46:04,00:37:46:22,ERZAEHLER,1,speech,regular,HS,Sie folgen Dan.,;;;;;
00:37:47:09,00:37:48:04,LT. DAN,1,speech,regular,imperative,Bleibt bei mir.,;;;;;
00:37:48:17,00:37:51:13,LT. DAN,1,speech,regular,HS;NS;"NS,""Und lernt was von den Jungs, die schon ne Weile hier sind, dann geht alles glatt."",";;;
00:37:52:12,00:37:56:20,LT. DAN,1,speech,regular,HS;"NS,""In eurem Marschgepäck gibt es was, das kann den Unterschied zwischen einem lebenden und einem toten Soldaten bedeuten."",";;;;
00:37:58:14,00:37:59:00,LT. DAN,1,speech,regular,none,Socken,;;;;;
